region,energy_type,material_sourcing,production_volume,product_type,transport_mode,distance_km,storage_type,shelf_days,carbon_footprint
coastal,non-renewable,local,11813,non-perishable,air,3643,ambient,95,12.459060000000001
urban,renewable,local,887,perishable,sea,1926,refrigerated,6,0.16825536
coastal,renewable,local,2762,perishable,sea,735,refrigerated,5,0.053508
coastal,renewable,local,2443,perishable,sea,3248,ambient,34,1.2368384000000001
coastal,renewable,imported,3044,perishable,air,2155,refrigerated,16,1.613664
coastal,non-renewable,imported,9387,perishable,sea,769,refrigerated,20,0.5038488
urban,non-renewable,imported,8894,non-perishable,air,4801,ambient,162,41.999148000000005
urban,non-renewable,imported,12069,non-perishable,road,1257,ambient,102,4.615703999999999
rural,renewable,local,2563,non-perishable,road,2619,refrigerated,7,0.38132640000000007
rural,renewable,recycled,4919,non-perishable,sea,4170,refrigerated,7,0.31875479999999995
coastal,renewable,imported,3748,perishable,air,4923,refrigerated,10,2.303964
coastal,renewable,imported,4247,perishable,sea,1383,refrigerated,6,0.18122831999999997
coastal,non-renewable,recycled,12341,perishable,air,1609,refrigerated,10,0.564759
coastal,renewable,recycled,2458,perishable,air,3113,refrigerated,27,1.9667934
urban,renewable,recycled,3742,non-perishable,air,3845,ambient,60,4.1526
rural,renewable,recycled,3702,perishable,air,870,refrigerated,15,0.30537
rural,renewable,imported,502,perishable,sea,3914,refrigerated,16,1.36770816
rural,renewable,imported,3072,perishable,air,1001,refrigerated,23,1.0774764
rural,renewable,local,2242,non-perishable,air,3765,ambient,159,14.367240000000002
urban,non-renewable,recycled,7824,perishable,sea,2518,refrigerated,27,1.1136106799999999
coastal,renewable,recycled,2542,non-perishable,air,4998,ambient,129,11.605356000000002
rural,renewable,recycled,1886,non-perishable,air,4452,ambient,94,7.5327839999999995
rural,renewable,recycled,3602,non-perishable,road,238,refrigerated,27,0.10024559999999999
urban,renewable,local,2951,perishable,sea,3081,refrigerated,9,0.40373424
coastal,renewable,local,3009,non-perishable,sea,578,refrigerated,27,0.22722336
urban,non-renewable,imported,9636,non-perishable,sea,476,ambient,150,1.7992799999999995
urban,non-renewable,local,10778,perishable,air,4432,refrigerated,15,3.1112640000000007
coastal,renewable,local,4155,non-perishable,road,2868,refrigerated,29,1.7299776
rural,renewable,recycled,2860,perishable,air,3110,refrigerated,24,1.746576
rural,renewable,local,4597,perishable,air,2940,ambient,139,9.807839999999999
urban,non-renewable,local,7222,perishable,air,2047,refrigerated,12,1.1495952
coastal,renewable,local,1305,perishable,air,2280,refrigerated,17,1.2093120000000002
rural,renewable,recycled,2044,perishable,air,310,refrigerated,24,0.174096
coastal,non-renewable,imported,5795,perishable,air,4261,refrigerated,26,7.777177200000001
rural,renewable,local,4918,non-perishable,road,958,ambient,38,0.582464
rural,renewable,local,2039,non-perishable,air,3297,refrigerated,7,0.7200648000000002
urban,renewable,recycled,2095,non-perishable,sea,1393,ambient,177,2.0711123999999996
rural,renewable,recycled,4901,perishable,air,432,ambient,140,1.0886399999999998
coastal,non-renewable,recycled,7535,non-perishable,road,2762,refrigerated,10,0.646308
urban,renewable,local,4298,perishable,air,2439,refrigerated,23,1.7502264
urban,renewable,local,2583,perishable,sea,2972,refrigerated,15,0.6490848
coastal,renewable,recycled,903,non-perishable,road,1467,ambient,53,0.9330120000000001
urban,renewable,recycled,1809,non-perishable,road,603,ambient,171,1.237356
urban,renewable,local,510,perishable,sea,2438,refrigerated,12,0.42596736
urban,renewable,recycled,2004,perishable,air,226,refrigerated,17,0.0899028
urban,renewable,imported,1733,perishable,air,2056,refrigerated,13,1.2508704000000002
rural,non-renewable,imported,13703,perishable,air,2572,refrigerated,12,2.1666528
urban,renewable,recycled,3046,non-perishable,road,1240,refrigerated,5,0.09672000000000001
rural,non-renewable,imported,7707,perishable,air,1903,refrigerated,10,1.335906
urban,renewable,local,1103,perishable,air,2029,refrigerated,13,0.8229624000000001
rural,renewable,local,2868,non-perishable,road,1471,ambient,117,2.753712
coastal,renewable,local,2354,non-perishable,sea,234,ambient,134,0.3511872000000001
rural,renewable,local,2108,perishable,air,2010,refrigerated,19,1.1915280000000001
rural,renewable,local,4170,non-perishable,road,2621,ambient,42,1.761312
rural,renewable,recycled,3808,perishable,air,1841,refrigerated,18,0.7754292
rural,renewable,local,4800,non-perishable,road,948,refrigerated,12,0.2366208
coastal,renewable,recycled,4033,perishable,air,4509,refrigerated,8,0.8440848
coastal,non-renewable,local,11727,perishable,air,2160,ambient,37,2.8771200000000006
urban,renewable,local,3464,non-perishable,sea,3706,refrigerated,5,0.26979680000000006
coastal,renewable,recycled,4950,non-perishable,road,848,ambient,64,0.651264
urban,non-renewable,imported,6921,non-perishable,sea,3241,refrigerated,18,1.9111528799999997
urban,renewable,imported,2958,perishable,sea,3184,refrigerated,9,0.62584704
rural,renewable,local,3753,perishable,air,4674,refrigerated,5,0.7291440000000001
coastal,renewable,imported,1834,non-perishable,sea,4946,ambient,96,7.976908799999998
rural,renewable,imported,2689,non-perishable,air,3701,ambient,53,7.061508000000001
coastal,renewable,local,2735,perishable,air,2707,ambient,105,6.82164
rural,non-renewable,recycled,13602,non-perishable,air,3719,ambient,97,9.740060999999999
urban,renewable,imported,3552,non-perishable,road,621,ambient,97,1.4456879999999999
rural,renewable,recycled,2432,non-perishable,air,4344,ambient,98,7.662816
coastal,renewable,local,2005,perishable,sea,850,refrigerated,6,0.074256
rural,renewable,local,3249,non-perishable,air,3722,ambient,36,3.215808
rural,renewable,imported,3308,perishable,air,3333,refrigerated,6,0.9359063999999999
urban,renewable,recycled,4621,perishable,air,3610,refrigerated,9,0.760266
rural,renewable,local,4853,perishable,sea,1180,ambient,85,1.12336
rural,renewable,local,4546,non-perishable,sea,4526,refrigerated,9,0.59308704
urban,renewable,recycled,3182,non-perishable,road,247,ambient,127,0.376428
urban,renewable,local,4357,non-perishable,air,3759,ambient,105,9.47268
coastal,non-renewable,recycled,5996,perishable,air,1634,refrigerated,17,0.9750078000000001
rural,renewable,recycled,3860,non-perishable,road,1752,ambient,158,3.321792
rural,renewable,recycled,3466,non-perishable,sea,2036,ambient,113,1.9325711999999997
urban,non-renewable,recycled,6347,non-perishable,road,1199,ambient,155,3.34521
coastal,renewable,local,2766,non-perishable,air,4580,refrigerated,12,1.714752
rural,non-renewable,imported,9721,perishable,air,315,ambient,115,1.9561499999999996
urban,non-renewable,imported,14107,perishable,air,1000,refrigerated,15,1.053
rural,renewable,local,4521,non-perishable,air,3571,ambient,121,10.370184000000002
coastal,non-renewable,imported,5165,perishable,air,2613,refrigerated,16,2.9349216
urban,non-renewable,imported,9715,perishable,air,246,refrigerated,19,0.3281148
rural,renewable,recycled,2720,non-perishable,sea,3092,ambient,177,4.5971855999999995
urban,non-renewable,local,7009,perishable,sea,234,refrigerated,21,0.10732176000000002
rural,renewable,imported,3386,perishable,air,813,refrigerated,7,0.2663388
rural,renewable,imported,904,non-perishable,road,1735,ambient,53,2.2069199999999998
coastal,renewable,local,4450,perishable,air,4851,refrigerated,14,2.1189168000000005
coastal,renewable,local,514,perishable,air,2002,refrigerated,28,1.7489472000000001
urban,renewable,local,1945,perishable,air,810,refrigerated,20,0.5054400000000001
coastal,renewable,local,882,perishable,air,2522,ambient,103,6.2343839999999995
rural,renewable,recycled,2567,perishable,air,4549,ambient,106,8.679492
rural,non-renewable,local,9568,perishable,air,2374,refrigerated,14,1.5554448000000005
rural,renewable,local,1501,perishable,air,3725,ambient,37,3.3078000000000003
urban,non-renewable,recycled,13603,perishable,air,4594,refrigerated,26,4.1924844000000006
coastal,renewable,recycled,2425,perishable,air,4330,refrigerated,11,1.114542
urban,renewable,local,1603,perishable,air,3534,refrigerated,7,0.7718256000000001
urban,renewable,recycled,4479,non-perishable,road,1292,ambient,39,0.604656
urban,renewable,local,2383,non-perishable,sea,1254,ambient,89,1.2499872
rural,renewable,imported,2885,perishable,air,4061,refrigerated,27,5.1314796
coastal,renewable,imported,4132,perishable,air,3949,refrigerated,20,3.696264
urban,renewable,local,2113,non-perishable,road,245,ambient,34,0.13328
rural,renewable,recycled,1568,non-perishable,road,2884,refrigerated,22,0.9897888
urban,non-renewable,imported,5486,non-perishable,road,276,refrigerated,27,0.34875360000000005
coastal,renewable,recycled,2302,non-perishable,air,3845,ambient,79,5.4675899999999995
rural,renewable,local,3939,non-perishable,air,3988,refrigerated,10,1.2442560000000003
coastal,non-renewable,imported,8749,non-perishable,air,4578,ambient,106,26.204471999999996
coastal,renewable,recycled,2088,non-perishable,sea,31,ambient,39,0.010155599999999999
rural,non-renewable,local,9954,perishable,air,2519,refrigerated,20,2.3577840000000005
urban,renewable,recycled,3590,non-perishable,road,1256,refrigerated,9,0.17634239999999998
urban,non-renewable,local,5562,perishable,sea,3314,refrigerated,6,0.43426656
rural,renewable,imported,508,non-perishable,road,393,ambient,94,0.886608
rural,renewable,recycled,4945,perishable,air,1200,refrigerated,8,0.22464000000000003
coastal,renewable,local,4635,perishable,air,1118,refrigerated,5,0.17440800000000004
coastal,renewable,local,2532,perishable,sea,3931,refrigerated,25,1.4308839999999998
urban,non-renewable,imported,10840,perishable,air,4643,refrigerated,19,6.192833399999999
rural,renewable,recycled,560,non-perishable,air,3215,ambient,47,2.7198899999999995
rural,non-renewable,local,8938,perishable,air,203,refrigerated,28,0.26601120000000006
rural,renewable,local,4250,non-perishable,air,4516,ambient,178,19.292352
rural,renewable,local,4822,perishable,air,1598,refrigerated,21,1.0470096000000002
coastal,renewable,local,3636,perishable,air,3921,ambient,120,11.29248
rural,renewable,local,2974,perishable,air,1616,refrigerated,12,0.6050304000000001
urban,non-renewable,imported,11002,non-perishable,air,3107,refrigerated,20,4.362228
rural,renewable,local,1981,non-perishable,road,1114,ambient,74,1.3189760000000001
urban,non-renewable,imported,11032,non-perishable,air,3462,ambient,177,33.08979599999999
coastal,renewable,recycled,3049,perishable,sea,2262,refrigerated,28,0.69162912
coastal,renewable,local,1298,perishable,air,4952,refrigerated,21,3.2445504
urban,non-renewable,local,9559,perishable,air,4745,refrigerated,25,5.55165
urban,non-renewable,imported,6355,non-perishable,road,2481,ambient,105,9.37818
urban,renewable,local,3321,non-perishable,road,759,ambient,168,2.0401920000000002
coastal,renewable,imported,3342,non-perishable,air,3405,ambient,94,11.522519999999998
rural,renewable,local,2985,non-perishable,road,2400,refrigerated,15,0.7488
coastal,renewable,local,552,non-perishable,sea,1835,ambient,72,1.4797439999999997
rural,renewable,local,1721,non-perishable,air,4835,refrigerated,22,3.3187440000000006
rural,renewable,local,3784,non-perishable,road,773,refrigerated,18,0.28941120000000004
coastal,renewable,imported,734,perishable,air,3304,refrigerated,13,2.0101535999999998
urban,non-renewable,imported,5578,perishable,sea,4573,refrigerated,6,0.89886888
coastal,renewable,local,1082,perishable,air,3181,ambient,142,10.840848000000001
coastal,renewable,local,3249,non-perishable,road,1776,refrigerated,10,0.36940800000000007
urban,renewable,local,899,non-perishable,air,3578,ambient,78,6.698016
coastal,non-renewable,local,7404,perishable,air,3744,refrigerated,9,1.5769728000000003
urban,non-renewable,recycled,8349,non-perishable,road,2755,refrigerated,9,0.5802029999999999
coastal,renewable,local,4046,perishable,sea,305,refrigerated,22,0.0976976
rural,renewable,imported,3517,perishable,sea,3259,refrigerated,7,0.49823592
urban,renewable,local,4421,perishable,sea,4907,refrigerated,24,1.71470208
coastal,renewable,local,4953,perishable,sea,3922,refrigerated,25,1.427608
rural,renewable,local,4201,non-perishable,air,4148,ambient,113,11.249375999999998
coastal,renewable,local,3513,non-perishable,road,70,refrigerated,24,0.03494400000000001
urban,non-renewable,recycled,14915,perishable,sea,636,ambient,35,0.28047599999999995
coastal,renewable,local,4378,perishable,air,4427,refrigerated,19,2.6243256
rural,non-renewable,imported,11520,non-perishable,air,3348,ambient,109,19.706328
coastal,non-renewable,imported,11800,perishable,sea,2229,ambient,42,2.3591735999999996
coastal,renewable,local,2109,non-perishable,air,3258,refrigerated,17,1.7280432000000003
coastal,renewable,imported,1462,non-perishable,road,2927,ambient,115,8.07852
coastal,renewable,recycled,4157,perishable,sea,2499,refrigerated,6,0.16373448
rural,renewable,recycled,4089,perishable,air,3376,refrigerated,5,0.394992
coastal,renewable,local,2554,non-perishable,road,621,ambient,64,0.635904
coastal,renewable,recycled,4499,non-perishable,air,3406,ambient,104,6.376032000000001
urban,non-renewable,imported,7584,non-perishable,road,2726,ambient,65,6.378839999999999
coastal,non-renewable,imported,10533,non-perishable,road,1813,refrigerated,21,1.7818163999999996
urban,renewable,local,1201,non-perishable,road,2460,ambient,159,6.25824
rural,renewable,local,4524,perishable,air,3593,refrigerated,27,3.0267432000000007
rural,renewable,recycled,1348,non-perishable,road,1674,ambient,140,2.8123199999999997
rural,renewable,imported,967,non-perishable,sea,1512,ambient,69,1.7527103999999998
coastal,non-renewable,recycled,7143,perishable,air,4220,refrigerated,22,3.2586839999999997
rural,renewable,local,3692,perishable,air,2896,refrigerated,17,1.5360384
coastal,renewable,local,4334,perishable,air,3707,refrigerated,23,2.6601432000000003
urban,non-renewable,local,7758,non-perishable,air,3748,ambient,114,15.381792
urban,renewable,recycled,3852,non-perishable,air,3346,ambient,144,8.672832
rural,renewable,local,2203,non-perishable,air,4012,ambient,45,4.33296
rural,renewable,local,1303,perishable,air,4827,ambient,162,18.767376000000002
coastal,renewable,local,1073,perishable,air,3374,refrigerated,22,2.3159136
coastal,non-renewable,imported,11949,non-perishable,air,4173,ambient,139,31.322537999999994
rural,renewable,local,3693,non-perishable,road,971,ambient,43,0.668048
coastal,renewable,local,4297,non-perishable,road,2333,ambient,72,2.6876160000000002
coastal,renewable,imported,4332,non-perishable,air,3818,refrigerated,12,2.1441888
rural,renewable,local,3310,perishable,sea,2168,refrigerated,8,0.25252864
rural,renewable,recycled,3944,non-perishable,road,2213,refrigerated,22,0.7595016000000001
coastal,renewable,recycled,3407,non-perishable,road,2338,ambient,89,2.4969840000000003
coastal,renewable,imported,3957,non-perishable,road,2326,ambient,98,5.470752
urban,non-renewable,recycled,5912,perishable,sea,179,ambient,117,0.2638817999999999
rural,renewable,recycled,3754,perishable,air,4144,refrigerated,12,1.1636352
coastal,renewable,local,1094,perishable,sea,3881,refrigerated,20,1.1301472
coastal,renewable,imported,2202,perishable,sea,3375,ambient,115,6.520499999999998
urban,renewable,imported,2935,non-perishable,road,2893,ambient,58,4.027055999999999
urban,non-renewable,imported,10248,perishable,sea,4439,refrigerated,20,2.9084328
